9994|travel|0.585561
9994|touristdestinations|0.585561
9994|nationalparks|0.585561
9994|travel|0.551286
9994|touristdestinations|0.551286
9994|africa|0.551286
9994|travel|0.346351
9994|touristfacilities|0.346351
9994|hotel|0.346351
9993|travel|0.573774
9993|specialtytravel|0.573774
9993|vineyards|0.573774
9993|travel|0.299645
9993|touristdestinations|0.299645
9993|france|0.299645
9993|foodanddrink|0.150262
9993|food|0.150262
9993|grainsandpasta|0.150262
9992|travel|0.693744
9992|touristdestinations|0.693744
9992|africa|0.693744
9992|travel|0.47008
9992|touristdestinations|0.47008
9992|nationalparks|0.47008
9992|travel|0.21551
9992|transports|0.21551
9992|publictransport|0.21551
9964|travel|0.753372
9964|touristfacilities|0.753372
9964|hotel|0.753372
9964|science|0.388224
9964|socialscience|0.388224
9964|history|0.388224
9964|medievalhistory|0.388224
9964|travel|0.378267
9959|travel|0.577393
9959|touristdestinations|0.577393
9959|unitedkingdom|0.577393
9959|law,govtandpolitics|0.576491
9959|legalissues|0.576491
9959|civillaw|0.576491
9959|copyright|0.576491
9959|law,govtandpolitics|0.557627
9959|lawenforcement|0.557627
9959|highwaypatrol|0.557627
9955|travel|0.670312
9955|touristdestinations|0.670312
9955|southamerica|0.670312
9955|travel|0.430242
9955|touristfacilities|0.430242
9955|hotel|0.430242
9955|travel|0.355969
9955|touristdestinations|0.355969
9955|caribbean|0.355969
9941|travel|0.488558
9941|touristfacilities|0.488558
9941|hotel|0.488558
9941|familyandparenting|0.467715
9941|children|0.467715
9941|shopping|0.434659
9941|gifts|0.434659
9934|healthandfitness|0.691292
9934|disease|0.691292
9934|healthandfitness|0.374614
9934|disease|0.374614
9934|coldandflu|0.374614
9934|science|0.320689
9934|biology|0.320689
9934|breeding|0.320689
9932|travel|0.520466
9932|transports|0.520466
9932|publictransport|0.520466
9932|travel|0.498442
9932|touristdestinations|0.498442
9932|africa|0.498442
9932|law,govtandpolitics|0.45514
9932|immigration|0.45514
9923|travel|0.70423
9923|touristdestinations|0.70423
9923|italy|0.70423
9923|technologyandcomputing|0.495264
9923|internettechnology|0.495264
9923|websearch|0.495264
9923|artandentertainment|0.481702
9923|showsandevents|0.481702
9923|festival|0.481702
9921|science|0.540556
9921|socialscience|0.540556
9921|history|0.540556
9921|medievalhistory|0.540556
9921|travel|0.515981
9921|touristfacilities|0.515981
9921|bedandbreakfast|0.515981
9921|homeandgarden|0.33905
9921|bedandbath|0.33905
9921|bathroom|0.33905
9919|sports|0.999492
